PartNumber	PartName	Designation	d_dia(mm)	P_pitch(mm)	threading(mm)	l_length(mm)	l_length_max(mm)	a_max(mm)	c_max(mm)	c_min(mm)	da_max(mm)	dw_min(mm)	e_min(mm)	k_max_head_depth(mm)	kw_head_edge_length(mm)	r_min(mm)	s_nom_across_flats(mm)	Grade	Material	Reference	Edition
EN ISO 4017 SCREW M10x55 STEEL GRADE A HEXAGON HEAD	EN_ISO_4017_M10x55_STEEL_GRADE_A_HEX_HEAD_SCREW	M10	10.0	1.5	50.5	55.0	55.6	4.5	0.6	0.15	11.2	14.63	17.77	6.58	4.35	0.4	16.0	A	St	EN ISO 4017	2000
EN ISO 4017 SCREW M10x60 STEEL GRADE A HEXAGON HEAD	EN_ISO_4017_M10x60_STEEL_GRADE_A_HEX_HEAD_SCREW	M10	10.0	1.5	55.5	60.0	60.6	4.5	0.6	0.15	11.2	14.63	17.77	6.58	4.35	0.4	16.0	A	St	EN ISO 4017	2000
EN ISO 4017 SCREW M10x65 STEEL GRADE A HEXAGON HEAD	EN_ISO_4017_M10x65_STEEL_GRADE_A_HEX_HEAD_SCREW	M10	10.0	1.5	60.5	65.0	65.6	4.5	0.6	0.15	11.2	14.63	17.77	6.58	4.35	0.4	16.0	A	St	EN ISO 4017	2000
EN ISO 4017 SCREW M10x70 STEEL GRADE A HEXAGON HEAD	EN_ISO_4017_M10x70_STEEL_GRADE_A_HEX_HEAD_SCREW	M10	10.0	1.5	65.5	70.0	70.6	4.5	0.6	0.15	11.2	14.63	17.77	6.58	4.35	0.4	16.0	A	St	EN ISO 4017	2000
EN ISO 4017 SCREW M10x80 STEEL GRADE A HEXAGON HEAD	EN_ISO_4017_M10x80_STEEL_GRADE_A_HEX_HEAD_SCREW	M10	10.0	1.5	75.5	80.0	80.6	4.5	0.6	0.15	11.2	14.63	17.77	6.58	4.35	0.4	16.0	A	St	EN ISO 4017	2000
EN ISO 4017 SCREW M10x90 STEEL GRADE A HEXAGON HEAD	EN_ISO_4017_M10x90_STEEL_GRADE_A_HEX_HEAD_SCREW	M10	10.0	1.5	85.5	90.0	90.7	4.5	0.6	0.15	11.2	14.63	17.77	6.58	4.35	0.4	16.0	A	St	EN ISO 4017	2000
EN ISO 4017 SCREW M10x100 STEEL GRADE A HEXAGON HEAD	EN_ISO_4017_M10x100_STEEL_GRADE_A_HEX_HEAD_SCREW	M10	10.0	1.5	95.5	100.0	100.7	4.5	0.6	0.15	11.2	14.63	17.77	6.58	4.35	0.4	16.0	A	St	EN ISO 4017	2000
EN ISO 4017 SCREW M12x25 STEEL GRADE A HEXAGON HEAD	EN_ISO_4017_M12x25_STEEL_GRADE_A_HEX_HEAD_SCREW	M12	12.0	1.75	19.7	25.0	25.42	5.3	0.6	0.15	13.7	16.63	20.03	7.68	5.12	0.6	18.0	A	St	EN ISO 4017	2000
EN ISO 4017 SCREW M12x30 STEEL GRADE A HEXAGON HEAD	EN_ISO_4017_M12x30_STEEL_GRADE_A_HEX_HEAD_SCREW	M12	12.0	1.75	24.7	30.0	30.42	5.3	0.6	0.15	13.7	16.63	20.03	7.68	5.12	0.6	18.0	A	St	EN ISO 4017	2000
EN ISO 4017 SCREW M12x35 STEEL GRADE A HEXAGON HEAD	EN_ISO_4017_M12x35_STEEL_GRADE_A_HEX_HEAD_SCREW	M12	12.0	1.75	29.7	35.0	35.5	5.3	0.6	0.15	13.7	16.63	20.03	7.68	5.12	0.6	18.0	A	St	EN ISO 4017	2000
EN ISO 4017 SCREW M12x40 STEEL GRADE A HEXAGON HEAD	EN_ISO_4017_M12x40_STEEL_GRADE_A_HEX_HEAD_SCREW	M12	12.0	1.75	34.7	40.0	40.5	5.3	0.6	0.15	13.7	16.63	20.03	7.68	5.12	0.6	18.0	A	St	EN ISO 4017	2000
EN ISO 4017 SCREW M12x45 STEEL GRADE A HEXAGON HEAD	EN_ISO_4017_M12x45_STEEL_GRADE_A_HEX_HEAD_SCREW	M12	12.0	1.75	39.7	45.0	45.5	5.3	0.6	0.15	13.7	16.63	20.03	7.68	5.12	0.6	18.0	A	St	EN ISO 4017	2000
EN ISO 4017 SCREW M12x50 STEEL GRADE A HEXAGON HEAD	EN_ISO_4017_M12x50_STEEL_GRADE_A_HEX_HEAD_SCREW	M12	12.0	1.75	44.7	50.0	50.5	5.3	0.6	0.15	13.7	16.63	20.03	7.68	5.12	0.6	18.0	A	St	EN ISO 4017	2000
EN ISO 4017 SCREW M12x55 STEEL GRADE A HEXAGON HEAD	EN_ISO_4017_M12x55_STEEL_GRADE_A_HEX_HEAD_SCREW	M12	12.0	1.75	49.7	55.0	55.6	5.3	0.6	0.15	13.7	16.63	20.03	7.68	5.12	0.6	18.0	A	St	EN ISO 4017	2000
EN ISO 4017 SCREW M12x60 STEEL GRADE A HEXAGON HEAD	EN_ISO_4017_M12x60_STEEL_GRADE_A_HEX_HEAD_SCREW	M12	12.0	1.75	54.7	60.0	60.6	5.3	0.6	0.15	13.7	16.63	20.03	7.68	5.12	0.6	18.0	A	St	EN ISO 4017	2000
EN ISO 4017 SCREW M12x65 STEEL GRADE A HEXAGON HEAD	EN_ISO_4017_M12x65_STEEL_GRADE_A_HEX_HEAD_SCREW	M12	12.0	1.75	59.7	65.0	65.6	5.3	0.6	0.15	13.7	16.63	20.03	7.68	5.12	0.6	18.0	A	St	EN ISO 4017	2000
EN ISO 4017 SCREW M12x70 STEEL GRADE A HEXAGON HEAD	EN_ISO_4017_M12x70_STEEL_GRADE_A_HEX_HEAD_SCREW	M12	12.0	1.75	64.7	70.0	70.6	5.3	0.6	0.15	13.7	16.63	20.03	7.68	5.12	0.6	18.0	A	St	EN ISO 4017	2000
EN ISO 4017 SCREW M12x80 STEEL GRADE A HEXAGON HEAD	EN_ISO_4017_M12x80_STEEL_GRADE_A_HEX_HEAD_SCREW	M12	12.0	1.75	74.7	80.0	80.6	5.3	0.6	0.15	13.7	16.63	20.03	7.68	5.12	0.6	18.0	A	St	EN ISO 4017	2000
EN ISO 4017 SCREW M12x90 STEEL GRADE A HEXAGON HEAD	EN_ISO_4017_M12x90_STEEL_GRADE_A_HEX_HEAD_SCREW	M12	12.0	1.75	84.7	90.0	90.7	5.3	0.6	0.15	13.7	16.63	20.03	7.68	5.12	0.6	18.0	A	St	EN ISO 4017	2000
EN ISO 4017 SCREW M12x100 STEEL GRADE A HEXAGON HEAD	EN_ISO_4017_M12x100_STEEL_GRADE_A_HEX_HEAD_SCREW	M12	12.0	1.75	94.7	100.0	100.7	5.3	0.6	0.15	13.7	16.63	20.03	7.68	5.12	0.6	18.0	A	St	EN ISO 4017	2000
EN ISO 4017 SCREW M12x110 STEEL GRADE A HEXAGON HEAD	EN_ISO_4017_M12x110_STEEL_GRADE_A_HEX_HEAD_SCREW	M12	12.0	1.75	104.7	110.0	110.7	5.3	0.6	0.15	13.7	16.63	20.03	7.68	5.12	0.6	18.0	A	St	EN ISO 4017	2000
EN ISO 4017 SCREW M12x120 STEEL GRADE A HEXAGON HEAD	EN_ISO_4017_M12x120_STEEL_GRADE_A_HEX_HEAD_SCREW	M12	12.0	1.75	114.7	120.0	120.7	5.3	0.6	0.15	13.7	16.63	20.03	7.68	5.12	0.6	18.0	A	St	EN ISO 4017	2000
EN ISO 4017 SCREW M16x30 STEEL GRADE A HEXAGON HEAD	EN_ISO_4017_M16x30_STEEL_GRADE_A_HEX_HEAD_SCREW	M16	16.0	2.0	24.0	30.0	30.42	6.0	0.8	0.2	17.7	22.49	26.75	10.18	6.87	0.6	24.0	A	St	EN ISO 4017	2000
EN ISO 4017 SCREW M16x35 STEEL GRADE A HEXAGON HEAD	EN_ISO_4017_M16x35_STEEL_GRADE_A_HEX_HEAD_SCREW	M16	16.0	2.0	29.0	35.0	35.5	6.0	0.8	0.2	17.7	22.49	26.75	10.18	6.87	0.6	24.0	A	St	EN ISO 4017	2000
EN ISO 4017 SCREW M16x40 STEEL GRADE A HEXAGON HEAD	EN_ISO_4017_M16x40_STEEL_GRADE_A_HEX_HEAD_SCREW	M16	16.0	2.0	34.0	40.0	40.5	6.0	0.8	0.2	17.7	22.49	26.75	10.18	6.87	0.6	24.0	A	St	EN ISO 4017	2000
EN ISO 4017 SCREW M16x45 STEEL GRADE A HEXAGON HEAD	EN_ISO_4017_M16x45_STEEL_GRADE_A_HEX_HEAD_SCREW	M16	16.0	2.0	39.0	45.0	45.5	6.0	0.8	0.2	17.7	22.49	26.75	10.18	6.87	0.6	24.0	A	St	EN ISO 4017	2000
EN ISO 4017 SCREW M16x50 STEEL GRADE A HEXAGON HEAD	EN_ISO_4017_M16x50_STEEL_GRADE_A_HEX_HEAD_SCREW	M16	16.0	2.0	44.0	50.0	50.5	6.0	0.8	0.2	17.7	22.49	26.75	10.18	6.87	0.6	24.0	A	St	EN ISO 4017	2000
EN ISO 4017 SCREW M16x55 STEEL GRADE A HEXAGON HEAD	EN_ISO_4017_M16x55_STEEL_GRADE_A_HEX_HEAD_SCREW	M16	16.0	2.0	49.0	55.0	55.6	6.0	0.8	0.2	17.7	22.49	26.75	10.18	6.87	0.6	24.0	A	St	EN ISO 4017	2000
EN ISO 4017 SCREW M16x60 STEEL GRADE A HEXAGON HEAD	EN_ISO_4017_M16x60_STEEL_GRADE_A_HEX_HEAD_SCREW	M16	16.0	2.0	54.0	60.0	60.6	6.0	0.8	0.2	17.7	22.49	26.75	10.18	6.87	0.6	24.0	A	St	EN ISO 4017	2000
EN ISO 4017 SCREW M16x65 STEEL GRADE A HEXAGON HEAD	EN_ISO_4017_M16x65_STEEL_GRADE_A_HEX_HEAD_SCREW	M16	16.0	2.0	59.0	65.0	65.6	6.0	0.8	0.2	17.7	22.49	26.75	10.18	6.87	0.6	24.0	A	St	EN ISO 4017	2000
EN ISO 4017 SCREW M16x70 STEEL GRADE A HEXAGON HEAD	EN_ISO_4017_M16x70_STEEL_GRADE_A_HEX_HEAD_SCREW	M16	16.0	2.0	64.0	70.0	70.6	6.0	0.8	0.2	17.7	22.49	26.75	10.18	6.87	0.6	24.0	A	St	EN ISO 4017	2000
EN ISO 4017 SCREW M16x80 STEEL GRADE A HEXAGON HEAD	EN_ISO_4017_M16x80_STEEL_GRADE_A_HEX_HEAD_SCREW	M16	16.0	2.0	74.0	80.0	80.6	6.0	0.8	0.2	17.7	22.49	26.75	10.18	6.87	0.6	24.0	A	St	EN ISO 4017	2000
EN ISO 4017 SCREW M16x90 STEEL GRADE A HEXAGON HEAD	EN_ISO_4017_M16x90_STEEL_GRADE_A_HEX_HEAD_SCREW	M16	16.0	2.0	84.0	90.0	90.7	6.0	0.8	0.2	17.7	22.49	26.75	10.18	6.87	0.6	24.0	A	St	EN ISO 4017	2000
EN ISO 4017 SCREW M16x100 STEEL GRADE A HEXAGON HEAD	EN_ISO_4017_M16x100_STEEL_GRADE_A_HEX_HEAD_SCREW	M16	16.0	2.0	94.0	100.0	100.7	6.0	0.8	0.2	17.7	22.49	26.75	10.18	6.87	0.6	24.0	A	St	EN ISO 4017	2000
EN ISO 4017 SCREW M16x110 STEEL GRADE A HEXAGON HEAD	EN_ISO_4017_M16x110_STEEL_GRADE_A_HEX_HEAD_SCREW	M16	16.0	2.0	104.0	110.0	110.7	6.0	0.8	0.2	17.7	22.49	26.75	10.18	6.87	0.6	24.0	A	St	EN ISO 4017	2000
EN ISO 4017 SCREW M16x120 STEEL GRADE A HEXAGON HEAD	EN_ISO_4017_M16x120_STEEL_GRADE_A_HEX_HEAD_SCREW	M16	16.0	2.0	114.0	120.0	120.7	6.0	0.8	0.2	17.7	22.49	26.75	10.18	6.87	0.6	24.0	A	St	EN ISO 4017	2000
EN ISO 4017 SCREW M16x130 STEEL GRADE A HEXAGON HEAD	EN_ISO_4017_M16x130_STEEL_GRADE_A_HEX_HEAD_SCREW	M16	16.0	2.0	124.0	130.0	130.8	6.0	0.8	0.2	17.7	22.49	26.75	10.18	6.87	0.6	24.0	A	St	EN ISO 4017	2000
EN ISO 4017 SCREW M16x140 STEEL GRADE A HEXAGON HEAD	EN_ISO_4017_M16x140_STEEL_GRADE_A_HEX_HEAD_SCREW	M16	16.0	2.0	134.0	140.0	140.8	6.0	0.8	0.2	17.7	22.49	26.75	10.18	6.87	0.6	24.0	A	St	EN ISO 4017	2000
EN ISO 4017 SCREW M16x150 STEEL GRADE A HEXAGON HEAD	EN_ISO_4017_M16x150_STEEL_GRADE_A_HEX_HEAD_SCREW	M16	16.0	2.0	144.0	150.0	150.8	6.0	0.8	0.2	17.7	22.49	26.75	10.18	6.87	0.6	24.0	A	St	EN ISO 4017	2000
EN ISO 4017 SCREW M16x160 STEEL GRADE B HEXAGON HEAD	EN_ISO_4017_M16x160_STEEL_GRADE_B_HEX_HEAD_SCREW	M16	16.0	2.0	154.0	160.0	162.0	6.0	0.8	0.2	17.7	22.0	26.17	10.29	6.8	0.6	24.0	B	St	EN ISO 4017	2000
EN ISO 4017 SCREW M16x180 STEEL GRADE B HEXAGON HEAD	EN_ISO_4017_M16x180_STEEL_GRADE_B_HEX_HEAD_SCREW	M16	16.0	2.0	174.0	180.0	182.0	6.0	0.8	0.2	17.7	22.0	26.17	10.29	6.8	0.6	24.0	B	St	EN ISO 4017	2000
EN ISO 4017 SCREW M16x200 STEEL GRADE B HEXAGON HEAD	EN_ISO_4017_M16x200_STEEL_GRADE_B_HEX_HEAD_SCREW	M16	16.0	2.0	194.0	200.0	202.3	6.0	0.8	0.2	17.7	22.0	26.17	10.29	6.8	0.6	24.0	B	St	EN ISO 4017	2000
EN ISO 4017 SCREW M20x40 STEEL GRADE A HEXAGON HEAD	EN_ISO_4017_M20x40_STEEL_GRADE_A_HEX_HEAD_SCREW	M20	20.0	2.5	32.5	40.0	40.5	7.5	0.8	0.2	22.4	28.19	33.53	12.715	8.6	0.8	30.0	A	St	EN ISO 4017	2000
EN ISO 4017 SCREW M20x45 STEEL GRADE A HEXAGON HEAD	EN_ISO_4017_M20x45_STEEL_GRADE_A_HEX_HEAD_SCREW	M20	20.0	2.5	37.5	45.0	45.5	7.5	0.8	0.2	22.4	28.19	33.53	12.715	8.6	0.8	30.0	A	St	EN ISO 4017	2000
EN ISO 4017 SCREW M20x50 STEEL GRADE A HEXAGON HEAD	EN_ISO_4017_M20x50_STEEL_GRADE_A_HEX_HEAD_SCREW	M20	20.0	2.5	42.5	50.0	50.5	7.5	0.8	0.2	22.4	28.19	33.53	12.715	8.6	0.8	30.0	A	St	EN ISO 4017	2000
EN ISO 4017 SCREW M20x55 STEEL GRADE A HEXAGON HEAD	EN_ISO_4017_M20x55_STEEL_GRADE_A_HEX_HEAD_SCREW	M20	20.0	2.5	47.5	55.0	55.6	7.5	0.8	0.2	22.4	28.19	33.53	12.715	8.6	0.8	30.0	A	St	EN ISO 4017	2000
EN ISO 4017 SCREW M20x60 STEEL GRADE A HEXAGON HEAD	EN_ISO_4017_M20x60_STEEL_GRADE_A_HEX_HEAD_SCREW	M20	20.0	2.5	52.5	60.0	60.6	7.5	0.8	0.2	22.4	28.19	33.53	12.715	8.6	0.8	30.0	A	St	EN ISO 4017	2000
EN ISO 4017 SCREW M20x65 STEEL GRADE A HEXAGON HEAD	EN_ISO_4017_M20x65_STEEL_GRADE_A_HEX_HEAD_SCREW	M20	20.0	2.5	57.5	65.0	65.6	7.5	0.8	0.2	22.4	28.19	33.53	12.715	8.6	0.8	30.0	A	St	EN ISO 4017	2000
EN ISO 4017 SCREW M20x70 STEEL GRADE A HEXAGON HEAD	EN_ISO_4017_M20x70_STEEL_GRADE_A_HEX_HEAD_SCREW	M20	20.0	2.5	62.5	70.0	70.6	7.5	0.8	0.2	22.4	28.19	33.53	12.715	8.6	0.8	30.0	A	St	EN ISO 4017	2000
EN ISO 4017 SCREW M20x80 STEEL GRADE A HEXAGON HEAD	EN_ISO_4017_M20x80_STEEL_GRADE_A_HEX_HEAD_SCREW	M20	20.0	2.5	72.5	80.0	80.6	7.5	0.8	0.2	22.4	28.19	33.53	12.715	8.6	0.8	30.0	A	St	EN ISO 4017	2000
EN ISO 4017 SCREW M20x90 STEEL GRADE A HEXAGON HEAD	EN_ISO_4017_M20x90_STEEL_GRADE_A_HEX_HEAD_SCREW	M20	20.0	2.5	82.5	90.0	90.7	7.5	0.8	0.2	22.4	28.19	33.53	12.715	8.6	0.8	30.0	A	St	EN ISO 4017	2000
EN ISO 4017 SCREW M20x100 STEEL GRADE A HEXAGON HEAD	EN_ISO_4017_M20x100_STEEL_GRADE_A_HEX_HEAD_SCREW	M20	20.0	2.5	92.5	100.0	100.7	7.5	0.8	0.2	22.4	28.19	33.53	12.715	8.6	0.8	30.0	A	St	EN ISO 4017	2000
EN ISO 4017 SCREW M20x110 STEEL GRADE A HEXAGON HEAD	EN_ISO_4017_M20x110_STEEL_GRADE_A_HEX_HEAD_SCREW	M20	20.0	2.5	102.5	110.0	110.7	7.5	0.8	0.2	22.4	28.19	33.53	12.715	8.6	0.8	30.0	A	St	EN ISO 4017	2000
EN ISO 4017 SCREW M20x120 STEEL GRADE A HEXAGON HEAD	EN_ISO_4017_M20x120_STEEL_GRADE_A_HEX_HEAD_SCREW	M20	20.0	2.5	112.5	120.0	120.7	7.5	0.8	0.2	22.4	28.19	33.53	12.715	8.6	0.8	30.0	A	St	EN ISO 4017	2000
EN ISO 4017 SCREW M20x130 STEEL GRADE A HEXAGON HEAD	EN_ISO_4017_M20x130_STEEL_GRADE_A_HEX_HEAD_SCREW	M20	20.0	2.5	122.5	130.0	130.8	7.5	0.8	0.2	22.4	28.19	33.53	12.715	8.6	0.8	30.0	A	St	EN ISO 4017	2000
EN ISO 4017 SCREW M20x140 STEEL GRADE A HEXAGON HEAD	EN_ISO_4017_M20x140_STEEL_GRADE_A_HEX_HEAD_SCREW	M20	20.0	2.5	132.5	140.0	140.8	7.5	0.8	0.2	22.4	28.19	33.53	12.715	8.6	0.8	30.0	A	St	EN ISO 4017	2000
EN ISO 4017 SCREW M20x150 STEEL GRADE A HEXAGON HEAD	EN_ISO_4017_M20x150_STEEL_GRADE_A_HEX_HEAD_SCREW	M20	20.0	2.5	142.5	150.0	150.8	7.5	0.8	0.2	22.4	28.19	33.53	12.715	8.6	0.8	30.0	A	St	EN ISO 4017	2000
EN ISO 4017 SCREW M20x160 STEEL GRADE B HEXAGON HEAD	EN_ISO_4017_M20x160_STEEL_GRADE_B_HEX_HEAD_SCREW	M20	20.0	2.5	152.5	160.0	162.0	7.5	0.8	0.2	22.4	27.7	32.95	12.85	8.51	0.8	30.0	B	St	EN ISO 4017	2000
EN ISO 4017 SCREW M20x180 STEEL GRADE B HEXAGON HEAD	EN_ISO_4017_M20x180_STEEL_GRADE_B_HEX_HEAD_SCREW	M20	20.0	2.5	172.5	180.0	182.0	7.5	0.8	0.2	22.4	27.7	32.95	12.85	8.51	0.8	30.0	B	St	EN ISO 4017	2000
EN ISO 4017 SCREW M20x200 STEEL GRADE B HEXAGON HEAD	EN_ISO_4017_M20x200_STEEL_GRADE_B_HEX_HEAD_SCREW	M20	20.0	2.5	192.5	200.0	202.3	7.5	0.8	0.2	22.4	27.7	32.95	12.85	8.51	0.8	30.0	B	St	EN ISO 4017	2000
EN ISO 4017 SCREW M24x50 STEEL GRADE A HEXAGON HEAD	EN_ISO_4017_M24x50_STEEL_GRADE_A_HEX_HEAD_SCREW	M24	24.0	3.0	41.0	50.0	50.5	9.0	0.8	0.2	26.4	33.61	39.98	15.215	10.35	0.8	36.0	A	St	EN ISO 4017	2000
EN ISO 4017 SCREW M24x55 STEEL GRADE A HEXAGON HEAD	EN_ISO_4017_M24x55_STEEL_GRADE_A_HEX_HEAD_SCREW	M24	24.0	3.0	46.0	55.0	55.6	9.0	0.8	0.2	26.4	33.61	39.98	15.215	10.35	0.8	36.0	A	St	EN ISO 4017	2000
EN ISO 4017 SCREW M24x60 STEEL GRADE A HEXAGON HEAD	EN_ISO_4017_M24x60_STEEL_GRADE_A_HEX_HEAD_SCREW	M24	24.0	3.0	51.0	60.0	60.6	9.0	0.8	0.2	26.4	33.61	39.98	15.215	10.35	0.8	36.0	A	St	EN ISO 4017	2000
EN ISO 4017 SCREW M24x65 STEEL GRADE A HEXAGON HEAD	EN_ISO_4017_M24x65_STEEL_GRADE_A_HEX_HEAD_SCREW	M24	24.0	3.0	56.0	65.0	65.6	9.0	0.8	0.2	26.4	33.61	39.98	15.215	10.35	0.8	36.0	A	St	EN ISO 4017	2000
EN ISO 4017 SCREW M24x70 STEEL GRADE A HEXAGON HEAD	EN_ISO_4017_M24x70_STEEL_GRADE_A_HEX_HEAD_SCREW	M24	24.0	3.0	61.0	70.0	70.6	9.0	0.8	0.2	26.4	33.61	39.98	15.215	10.35	0.8	36.0	A	St	EN ISO 4017	2000
EN ISO 4017 SCREW M24x80 STEEL GRADE A HEXAGON HEAD	EN_ISO_4017_M24x80_STEEL_GRADE_A_HEX_HEAD_SCREW	M24	24.0	3.0	71.0	80.0	80.6	9.0	0.8	0.2	26.4	33.61	39.98	15.215	10.35	0.8	36.0	A	St	EN ISO 4017	2000
EN ISO 4017 SCREW M24x90 STEEL GRADE A HEXAGON HEAD	EN_ISO_4017_M24x90_STEEL_GRADE_A_HEX_HEAD_SCREW	M24	24.0	3.0	81.0	90.0	90.7	9.0	0.8	0.2	26.4	33.61	39.98	15.215	10.35	0.8	36.0	A	St	EN ISO 4017	2000
EN ISO 4017 SCREW M24x100 STEEL GRADE A HEXAGON HEAD	EN_ISO_4017_M24x100_STEEL_GRADE_A_HEX_HEAD_SCREW	M24	24.0	3.0	91.0	100.0	100.7	9.0	0.8	0.2	26.4	33.61	39.98	15.215	10.35	0.8	36.0	A	St	EN ISO 4017	2000
EN ISO 4017 SCREW M24x110 STEEL GRADE A HEXAGON HEAD	EN_ISO_4017_M24x110_STEEL_GRADE_A_HEX_HEAD_SCREW	M24	24.0	3.0	101.0	110.0	110.7	9.0	0.8	0.2	26.4	33.61	39.98	15.215	10.35	0.8	36.0	A	St	EN ISO 4017	2000
EN ISO 4017 SCREW M24x120 STEEL GRADE A HEXAGON HEAD	EN_ISO_4017_M24x120_STEEL_GRADE_A_HEX_HEAD_SCREW	M24	24.0	3.0	111.0	120.0	120.7	9.0	0.8	0.2	26.4	33.61	39.98	15.215	10.35	0.8	36.0	A	St	EN ISO 4017	2000
EN ISO 4017 SCREW M24x130 STEEL GRADE A HEXAGON HEAD	EN_ISO_4017_M24x130_STEEL_GRADE_A_HEX_HEAD_SCREW	M24	24.0	3.0	121.0	130.0	130.8	9.0	0.8	0.2	26.4	33.61	39.98	15.215	10.35	0.8	36.0	A	St	EN ISO 4017	2000
EN ISO 4017 SCREW M24x140 STEEL GRADE A HEXAGON HEAD	EN_ISO_4017_M24x140_STEEL_GRADE_A_HEX_HEAD_SCREW	M24	24.0	3.0	131.0	140.0	140.8	9.0	0.8	0.2	26.4	33.61	39.98	15.215	10.35	0.8	36.0	A	St	EN ISO 4017	2000
EN ISO 4017 SCREW M24x150 STEEL GRADE A HEXAGON HEAD	EN_ISO_4017_M24x150_STEEL_GRADE_A_HEX_HEAD_SCREW	M24	24.0	3.0	141.0	150.0	150.8	9.0	0.8	0.2	26.4	33.61	39.98	15.215	10.35	0.8	36.0	A	St	EN ISO 4017	2000
EN ISO 4017 SCREW M24x160 STEEL GRADE B HEXAGON HEAD	EN_ISO_4017_M24x160_STEEL_GRADE_B_HEX_HEAD_SCREW	M24	24.0	3.0	151.0	160.0	162.0	9.0	0.8	0.2	26.4	33.25	39.55	15.35	10.26	0.8	36.0	B	St	EN ISO 4017	2000
EN ISO 4017 SCREW M24x180 STEEL GRADE B HEXAGON HEAD	EN_ISO_4017_M24x180_STEEL_GRADE_B_HEX_HEAD_SCREW	M24	24.0	3.0	171.0	180.0	182.0	9.0	0.8	0.2	26.4	33.25	39.55	15.35	10.26	0.8	36.0	B	St	EN ISO 4017	2000
EN ISO 4017 SCREW M24x200 STEEL GRADE B HEXAGON HEAD	EN_ISO_4017_M24x200_STEEL_GRADE_B_HEX_HEAD_SCREW	M24	24.0	3.0	191.0	200.0	202.3	9.0	0.8	0.2	26.4	33.25	39.55	15.35	10.26	0.8	36.0	B	St	EN ISO 4017	2000
EN ISO 4017 SCREW M30x60 STEEL GRADE B HEXAGON HEAD	EN_ISO_4017_M30x60_STEEL_GRADE_B_HEX_HEAD_SCREW	M30	30.0	3.5	49.5	60.0	61.5	10.5	0.8	0.2	33.4	42.75	50.85	19.12	12.8	1.0	46.0	B	St	EN ISO 4017	2000
EN ISO 4017 SCREW M30x65 STEEL GRADE B HEXAGON HEAD	EN_ISO_4017_M30x65_STEEL_GRADE_B_HEX_HEAD_SCREW	M30	30.0	3.5	54.5	65.0	66.5	10.5	0.8	0.2	33.4	42.75	50.85	19.12	12.8	1.0	46.0	B	St	EN ISO 4017	2000
EN ISO 4017 SCREW M30x70 STEEL GRADE B HEXAGON HEAD	EN_ISO_4017_M30x70_STEEL_GRADE_B_HEX_HEAD_SCREW	M30	30.0	3.5	59.5	70.0	71.5	10.5	0.8	0.2	33.4	42.75	50.85	19.12	12.8	1.0	46.0	B	St	EN ISO 4017	2000
EN ISO 4017 SCREW M30x80 STEEL GRADE B HEXAGON HEAD	EN_ISO_4017_M30x80_STEEL_GRADE_B_HEX_HEAD_SCREW	M30	30.0	3.5	69.5	80.0	81.5	10.5	0.8	0.2	33.4	42.75	50.85	19.12	12.8	1.0	46.0	B	St	EN ISO 4017	2000
EN ISO 4017 SCREW M30x90 STEEL GRADE B HEXAGON HEAD	EN_ISO_4017_M30x90_STEEL_GRADE_B_HEX_HEAD_SCREW	M30	30.0	3.5	79.5	90.0	91.75	10.5	0.8	0.2	33.4	42.75	50.85	19.12	12.8	1.0	46.0	B	St	EN ISO 4017	2000
EN ISO 4017 SCREW M30x100 STEEL GRADE B HEXAGON HEAD	EN_ISO_4017_M30x100_STEEL_GRADE_B_HEX_HEAD_SCREW	M30	30.0	3.5	89.5	100.0	101.75	10.5	0.8	0.2	33.4	42.75	50.85	19.12	12.8	1.0	46.0	B	St	EN ISO 4017	2000
EN ISO 4017 SCREW M30x110 STEEL GRADE B HEXAGON HEAD	EN_ISO_4017_M30x110_STEEL_GRADE_B_HEX_HEAD_SCREW	M30	30.0	3.5	99.5	110.0	111.75	10.5	0.8	0.2	33.4	42.75	50.85	19.12	12.8	1.0	46.0	B	St	EN ISO 4017	2000
EN ISO 4017 SCREW M30x120 STEEL GRADE B HEXAGON HEAD	EN_ISO_4017_M30x120_STEEL_GRADE_B_HEX_HEAD_SCREW	M30	30.0	3.5	109.5	120.0	121.75	10.5	0.8	0.2	33.4	42.75	50.85	19.12	12.8	1.0	46.0	B	St	EN ISO 4017	2000
EN ISO 4017 SCREW M30x130 STEEL GRADE B HEXAGON HEAD	EN_ISO_4017_M30x130_STEEL_GRADE_B_HEX_HEAD_SCREW	M30	30.0	3.5	119.5	130.0	132.0	10.5	0.8	0.2	33.4	42.75	50.85	19.12	12.8	1.0	46.0	B	St	EN ISO 4017	2000
EN ISO 4017 SCREW M30x140 STEEL GRADE B HEXAGON HEAD	EN_ISO_4017_M30x140_STEEL_GRADE_B_HEX_HEAD_SCREW	M30	30.0	3.5	129.5	140.0	142.0	10.5	0.8	0.2	33.4	42.75	50.85	19.12	12.8	1.0	46.0	B	St	EN ISO 4017	2000
EN ISO 4017 SCREW M30x150 STEEL GRADE B HEXAGON HEAD	EN_ISO_4017_M30x150_STEEL_GRADE_B_HEX_HEAD_SCREW	M30	30.0	3.5	139.5	150.0	152.0	10.5	0.8	0.2	33.4	42.75	50.85	19.12	12.8	1.0	46.0	B	St	EN ISO 4017	2000
